theta0_ref,alpha,beta,beta_for_prb,beta_sign,kappa,phi,Qx_ref,Qy_ref,theta1,theta2,theta3,Qx_prb,Qy_prb,theta0_prb,success,residual_norm,delta_theta_norm,branch_jump_flag,phi_deg,tip_error_percent,slope_error_percent
2.0252959009047817,3.90856576878065,0.0,0.0,1,0.0,2.356194490192345,0.08074306714822078,0.8389099504028891,1.235736259896482,0.6268284498004816,0.15218399246132208,0.03560372923651857,0.849090546946942,2.0147487021582857,True,1.3841292709345158e-12,0.01685922886576795,False,135.0,4.627314959130855,0.5207732233983267
2.04084083036916,4.041519717626048,0.0,0.0,1,0.0,2.356194490192345,0.06722685693653778,0.8385221512747154,1.2530025104333176,0.626312061736892,0.15061880518095022,0.02142998817383479,0.8480535934736136,2.02993337735116,True,2.212713655402449e-12,0.017344736246355203,False,135.0,4.677821692689001,0.5344587806990806
2.056385759833538,4.183780605083773,0.0,0.0,1,0.0,2.356194490192345,0.053499088888263796,0.8379803776579596,1.2707764859374433,0.6254321309623713,0.14890668821703304,0.007049013132036389,0.8468139140724678,2.0451153051168474,True,3.1692569370825222e-12,0.01787791452847181,False,135.0,4.728256447513931,0.5480710349600441
2.071930689297916,4.336480754248129,0.0,0.0,1,0.0,2.356194490192345,0.03954013159596443,0.8372806824371694,1.289102729927331,0.6241559307624306,0.14703687738144502,-0.007556565080174951,0.8453626343461892,2.0602955380712067,True,4.268041571662711e-12,0.01846553812614476,False,135.0,4.778511048918886,0.5615608324548765
2.0874756187622943,4.500959246480338,0.0,0.0,1,0.0,2.356194490192345,0.025327128496811766,0.8364184985599462,1.3080322708384615,0.6224459297791745,0.14499718568954276,-0.02240682049714182,0.8436894888406674,2.0754753863071786,True,5.5208006449669946e-12,0.019115751742134455,False,135.0,4.82845439682276,0.574868149225656
2.1030205482266724,4.67881413780089,0.0,0.0,1,0.0,2.356194490192345,0.010833288452526568,0.8353884982738504,1.327624014917311,0.6202587517958142,0.14277371738205918,-0.03752510343175988,0.8417825126249089,2.0906564840951845,True,6.934992236662761e-12,0.019838447391275767,False,135.0,4.877927311016189,0.5879193211836982
2.1185654776910505,4.871971999974384,0.0,0.0,1,0.0,2.356194490192345,-0.003973034051899141,0.8341844105729778,1.3479465465427782,0.6175438285180603,0.1403505024042336,-0.052938776774415414,0.83962764209039,2.1058408774650723,True,8.52937962264661e-12,0.020645776103139377,False,135.0,4.926735967879551,0.6006234105091858
2.1341104071554287,5.082782098351559,0.0,0.0,1,0.0,2.356194490192345,-0.019129549864186617,0.8327987808016665,1.3690804908552152,0.6142416276141864,0.13770902229540366,-0.06868017910485412,0.8372081903382784,2.1210311407648055,True,1.0330672812550213e-11,0.021552854803391527,False,135.0,4.974643455171091,0.6128673730642
2.149655336619807,5.314146362581623,0.0,0.0,1,0.0,2.356194490192345,-0.03468165714892309,0.8312226485898562,1.3911216679447456,0.6102812812737605,0.13482758495672717,-0.08478790600784854,0.8345041458465687,2.1362305341752332,True,1.2365480761435509e-11,0.022578762405519086,False,135.0,5.021358779213432,0.6245095302432615
2.165200266084185,5.569702633214327,0.0,0.0,1,0.0,2.356194490192345,-0.0506846568337152,0.8294451078572997,1.4141853865314522,0.6055773493254415,0.13168048447723804,-0.10130854780078873,0.8314912164727024,2.151443220334132,True,1.467101655904428e-11,0.023747975329472065,False,135.0,5.066522374481507,0.6353705920668963
2.1807451955485635,5.854089430811285,0.0,0.0,1,0.0,2.356194490192345,-0.06720684722919393,0.8274526920882779,1.4384124204628284,0.6000253003257316,0.12823684755238998,-0.11829909867401543,0.8281394969517343,2.16667456834095,True,1.731876201300171e-11,0.025092490041393013,False,135.0,5.109686740516812,0.6452210572943257
