theta0,kappa,phi,alpha,beta,Qx,Qy,theta1,theta2,theta3,tau1,tau2,tau3,k1_point,k2_point,k3_point,reconstruction_error,branch_used,ik_success
0.32821402552917384,0.0,1.5707963267948966,0.34164232643385334,0.0,0.9713594260507952,0.21669039669024165,0.16011938665489023,0.12506781175913315,0.04302682711515046,0.5953865229521217,0.35929603530446375,0.09702159333524243,3.7183912291356376,2.8728098001460873,2.2549093168220047,7.850462293418876e-17,plus,True
0.3384878263801463,0.0,1.5707963267948966,0.35325066338216343,0.0,0.9695439703623803,0.2233352840266151,0.16520519081473056,0.12893534585812938,0.04434728970728635,0.6143339687409421,0.37042525093901885,0.09996194132577349,3.7186117803640157,2.8729534827990966,2.2540710376117876,1.1443916996305594e-16,plus,True
0.34876162723111875,0.0,1.5707963267948966,0.36494804776883494,0.0,0.9676732422359671,0.2299675390498611,0.17029810571240667,0.13279827647956446,0.04566524503914762,0.6333113117105433,0.3815431413921161,0.10289308337920003,3.7188394378270817,2.8731031117774295,2.253203356097016,1.3597399555105182e-16,plus,True
0.3590354280820912,0.0,1.5707963267948966,0.37673790470846596,0.0,0.965747298767861,0.23658679771452787,0.1753983938877876,0.13665642802655878,0.046980606167744826,0.6523196466896365,0.39264929054607156,0.10581469726465077,3.719074229989601,2.873258844946257,2.2523059171871496,1.1102230246251565e-16,plus,True
0.36930922893306367,0.0,1.5707963267948966,0.38862373210994955,0.0,0.96376619800903,0.24319269777663585,0.18050632252580512,0.14050962130338787,0.04829328510387068,0.671360087081382,0.4037432752168232,0.10872645654576424,3.719316186198434,2.8734208481358166,2.2513783502595035,6.206335383118183e-17,plus,True
0.37958302978403613,0.0,1.5707963267948966,0.4006091041208196,0.0,0.9617299988900517,0.24978487885754122,0.1856221636669964,0.14435767334794514,0.049603192769094584,0.6904337656987571,0.41482466485847863,0.11162803039942847,3.7195653366986163,2.87358929551758,2.2504202686924346,1.1443916996305594e-16,plus,True
0.3898568306350086,0.0,1.5707963267948966,0.4126976747047575,0.0,0.9596387611427579,0.25636298250798834,0.19074619442464075,0.14820039725737005,0.05091023895299779,0.7095418356193892,0.4258930212526347,0.11451908342680157,3.7198217126146242,2.8737643699632853,2.2494312692684435,0.0,plus,True
0.40013063148598105,0.0,1.5707963267948966,0.42489318137168836,0.0,0.9574925452179867,0.262926652274096,0.19587869721108553,0.15203760200676933,0.05221433226812619,0.7286854710803534,0.4369478981933158,0.11739927545939105,3.720085345958255,2.8739462634635684,2.2484109316295227,0.0,plus,True
0.4104044323369535,0.0,1.5707963267948966,0.4371994490631079,0.0,0.955291412199522,0.2694755337643963,0.20101995997238334,0.15586909226069232,0.05351538010387785,0.7478658684040771,0.4479888411606661,0.12026826135809002,3.720356269630244,2.8741351775591353,2.2473588176826778,0.0,plus,True
0.42067823318792597,0.0,1.5707963267948966,0.44962039420028455,0.0,0.953035423714146,0.27600927471774456,0.20617027643160626,0.15969466817649064,0.05481328857982906,0.7670842469543221,0.45901538698119204,0.12312569080432849,3.720634517404793,2.8743313237853343,2.2462744709252487,5.551115123125783e-17,plus,True
0.4309520340388984,0.0,1.5707963267948966,0.46216002891350866,0.0,0.9507246418372655,0.2825275250733878,0.2113299463428157,0.16351412519954056,0.05610796249654215,0.7863418501378898,0.47002706348220163,0.1259712080852034,3.7209201239388,2.874534924176216,2.2451574158118257,0.0,plus,True
